연립다세대,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
(656-1583),11200,성수동1가,656-1583,1979,1.0,98.18,2020,3,12,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,5.0,29.17,2020,3,14,25200,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲한양리버,11200,성수동1가,656-1170,2018,3.0,23.1,2020,3,17,17800,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-140),11200,성수동1가,13-140,2012,2.0,29.16,2020,3,17,18500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅱ,11200,성수동1가,33-78,2015,3.0,27.04,2020,3,19,24000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲1차빌라,11200,성수동1가,332,2006,4.0,42.16,2020,3,20,17000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동부주택,11200,성수동1가,656-322,1989,3.0,58.23,2020,3,23,5000,100,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라(276-20),11200,성수동1가,276-20,2006,5.0,31.02,2020,3,23,13000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
상록연립,11200,성수동1가,374-1,1978,1.0,60.5,2020,3,24,3000,60,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
한양주택가동,11200,성수동1가,656-944,1990,1.0,52.06,2020,3,24,4000,80,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
그레이스힐,11200,성수동1가,656-1106,2012,2.0,16.49,2020,3,27,1000,45,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-373),11200,성수동1가,656-373,2012,3.0,12.0,2020,3,27,7000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
은탑빌라,11200,성수동1가,463-10,1996,2.0,62.04,2020,3,27,22000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅰ,11200,성수동1가,33-70,2015,2.0,33.28,2020,3,30,5000,84,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
자양빌라,11200,성수동1가,656-329,1987,3.0,67.35,2020,3,31,35000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
자양빌라,11200,성수동1가,656-329,1987,2.0,67.35,2020,3,31,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,1.0,81.22,2020,4,1,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라(276-20),11200,성수동1가,276-20,2006,2.0,49.97,2020,4,1,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1267),11200,성수동1가,656-1267,1980,1.0,52.03,2020,4,2,13000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
캐슬Ⅰ,11200,성수동1가,336,2007,2.0,102.03,2020,4,3,19000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
상록연립,11200,성수동1가,374-1,1978,2.0,60.93,2020,4,4,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
프라임27A,11200,성수동1가,656-399,2015,4.0,14.76,2020,4,6,1000,46,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,6.0,29.99,2020,4,9,24000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲다세대오피스텔,11200,성수동1가,656-28,2013,5.0,29.72,2020,4,9,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라(47-0),11200,성수동1가,47,2006,4.0,22.92,2020,4,10,9000,10,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-373),11200,성수동1가,656-373,2012,6.0,12.0,2020,4,11,7000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1267),11200,성수동1가,656-1267,1980,1.0,49.12,2020,4,11,9000,10,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
대성하이츠빌라,11200,성수동1가,668-2,1990,3.0,68.5,2020,4,14,20000,50,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲다세대오피스텔,11200,성수동1가,656-28,2013,2.0,39.28,2020,4,14,24100,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뚝섬리치빌C동,11200,성수동1가,656-314,2017,6.0,28.28,2020,4,14,25700,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲(668-114),11200,성수동1가,668-114,2007,4.0,77.16,2020,4,15,37000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
강변성수빌라,11200,성수동1가,449-1,1997,4.0,38.48,2020,4,17,13000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라(276-20),11200,성수동1가,276-20,2006,4.0,49.97,2020,4,18,17000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-1204),11200,성수동1가,656-1204,2012,4.0,28.96,2020,4,18,5000,50,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-124),11200,성수동1가,13-124,2008,2.0,60.26,2020,4,21,30000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라C,11200,성수동1가,463-9,1991,1.0,34.05,2020,4,26,12000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,6.0,29.17,2020,4,27,23500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
미성아트빌D,11200,성수동1가,16-46,2003,5.0,92.71,2020,4,27,27000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1267),11200,성수동1가,656-1267,1980,1.0,49.12,2020,5,1,1000,55,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수동빌라,11200,성수동1가,433,2006,5.0,43.26,2020,5,1,11000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-124),11200,성수동1가,13-124,2008,3.0,60.22,2020,5,6,30000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(468-4),11200,성수동1가,468-4,2007,2.0,38.3,2020,5,6,16000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(461-0),11200,성수동1가,461,2006,5.0,50.84,2020,5,9,18000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
공영연립,11200,성수동1가,656-243,1979,2.0,73.42,2020,5,12,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲(668-114),11200,성수동1가,668-114,2007,4.0,77.16,2020,5,12,37000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,4.0,29.99,2020,5,13,22000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
해피하우스,11200,성수동1가,656-972,2011,5.0,14.28,2020,5,14,1000,40,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라(276-20),11200,성수동1가,276-20,2006,4.0,51.59,2020,5,16,18000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(330-1),11200,성수동1가,330-1,2006,3.0,19.06,2020,5,16,5000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
대성하이츠빌라,11200,성수동1가,668-2,1990,1.0,68.5,2020,5,16,28350,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
삼성아트빌,11200,성수동1가,13-142,2011,4.0,39.955,2020,5,18,22000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
미성아트빌B,11200,성수동1가,16-43,2003,3.0,74.76,2020,5,20,42000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뚝섬리치빌A동,11200,성수동1가,656-1041,2017,5.0,28.4,2020,5,21,24670,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1267),11200,성수동1가,656-1267,1980,2.0,49.12,2020,5,23,3000,60,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라(47-0),11200,성수동1가,47,2006,2.0,17.97,2020,5,23,300,27,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(461-0),11200,성수동1가,461,2006,2.0,63.88,2020,5,23,24000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
베스트하우스,11200,성수동1가,656-1080,2017,2.0,28.425,2020,5,25,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
덕조빌딩,11200,성수동1가,656-1252,2013,6.0,15.62,2020,5,27,1000,60,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
플러스하우스,11200,성수동1가,14-67,2007,3.0,47.04,2020,5,28,22500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
프라임27B,11200,성수동1가,656-2002,2015,2.0,33.18,2020,5,28,23000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수빌라B,11200,성수동1가,463-11,1991,2.0,30.62,2020,5,29,9450,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
현대골드타운2동,11200,성수동1가,656-1824,1992,4.0,51.64,2020,5,29,3000,80,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
현대골드타운2동,11200,성수동1가,656-1824,1992,4.0,51.64,2020,5,29,3000,80,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(685-1),11200,성수동1가,685-1,2003,3.0,28.64,2020,5,29,15000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
뉴캐슬빌2,11200,성수동1가,331,2006,2.0,84.57,2020,5,29,19000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-101),11200,성수동1가,13-101,2012,4.0,18.05,2020,5,29,14000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
자양빌라,11200,성수동1가,656-329,1987,1.0,67.35,2020,5,30,37000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
강변성수빌라,11200,성수동1가,449-1,1997,2.0,44.98,2020,5,30,10000,40,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
강변성수빌라,11200,성수동1가,449-1,1997,1.0,48.8,2020,6,1,14000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅰ,11200,성수동1가,33-70,2015,4.0,33.28,2020,6,2,25000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1267),11200,성수동1가,656-1267,1980,2.0,52.03,2020,6,4,17000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-124),11200,성수동1가,13-124,2008,5.0,85.0,2020,6,4,25000,45,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
진흥로얄빌라A동,11200,성수동1가,236-1,1991,2.0,59.7,2020,6,6,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
아트빌리지,11200,성수동1가,86-1,2007,3.0,70.3,2020,6,9,22000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,2.0,81.22,2020,6,15,30000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(656-1204),11200,성수동1가,656-1204,2012,5.0,26.02,2020,6,15,1000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
덕조빌딩,11200,성수동1가,656-1252,2013,4.0,19.88,2020,6,15,3000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
미성아트빌B,11200,성수동1가,16-43,2003,4.0,74.76,2020,6,16,41000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
보덕다세대,11200,성수동1가,685-314,2003,4.0,37.18,2020,6,18,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
상록연립,11200,성수동1가,374-1,1978,2.0,60.5,2020,6,22,10000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲(35-2),11200,성수동1가,35-2,2007,5.0,76.32,2020,6,24,30000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-101),11200,성수동1가,13-101,2012,4.0,18.05,2020,6,24,12000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
리버그린,11200,성수동1가,318,2007,2.0,82.4,2020,6,25,27000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동부주택,11200,성수동1가,656-322,1989,3.0,58.23,2020,6,26,5000,100,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
청호서울숲뜨레피움오피스텔,11200,성수동1가,13-163,2018,8.0,16.38,2020,6,27,19000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동현빌라,11200,성수동1가,160-1,2006,4.0,98.46,2020,6,29,30000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
장미연립,11200,성수동1가,656-11,1982,1.0,47.97,2020,7,1,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲한양리버,11200,성수동1가,656-1170,2018,6.0,23.1,2020,7,2,21000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
유진연립,11200,성수동1가,685-185,1982,2.0,54.61,2020,7,2,9000,20,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(45-2),11200,성수동1가,45-2,2006,3.0,44.88,2020,7,2,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
우리빌,11200,성수동1가,46-1,2004,3.0,49.71,2020,7,3,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲한양리버,11200,성수동1가,656-1170,2018,5.0,23.1,2020,7,4,19500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,3.0,29.99,2020,7,4,27000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(432-3),11200,성수동1가,432-3,1993,2.0,45.4,2020,7,6,4000,50,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,2.0,81.22,2020,7,6,23500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수타운,11200,성수동1가,72-10,1983,1.0,59.76,2020,7,8,19000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동부주택,11200,성수동1가,656-322,1989,3.0,61.53,2020,7,9,40000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
엘송빌라,11200,성수동1가,656-1074,2003,2.0,55.3,2020,7,10,30000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
청호서울숲뜨레피움오피스텔,11200,성수동1가,13-163,2018,6.0,16.38,2020,7,11,19400,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(685-1),11200,성수동1가,685-1,2003,4.0,28.5,2020,7,13,2000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
자양빌라,11200,성수동1가,656-329,1987,2.0,67.35,2020,7,14,29000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-101),11200,성수동1가,13-101,2012,5.0,18.05,2020,7,17,1000,41,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,2.0,81.22,2020,7,17,26200,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(13-124),11200,성수동1가,13-124,2008,3.0,60.26,2020,7,18,27000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(685-1),11200,성수동1가,685-1,2003,3.0,28.64,2020,7,20,15000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
영동주택(656-1806),11200,성수동1가,656-1806,1990,1.0,36.48,2020,7,20,3000,80,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
위더스하임Ⅱ,11200,성수동1가,33-78,2015,3.0,20.91,2020,7,20,17000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
프라임27A,11200,성수동1가,656-399,2015,4.0,29.21,2020,7,21,2000,80,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
청운빌라,11200,성수동1가,7-22,2012,4.0,29.73,2020,7,22,19500,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲1차빌라,11200,성수동1가,332,2006,5.0,43.65,2020,7,23,14000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
동광궁전그린빌C,11200,성수동1가,33-6,2003,4.0,75.6,2020,7,25,33000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲한양리버,11200,성수동1가,656-1170,2018,6.0,29.48,2020,7,27,28000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수리치빌A동,11200,성수동1가,656-572,2016,5.0,16.9,2020,7,28,13650,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
에이하우스,11200,성수동1가,656-700,2012,4.0,16.52,2020,7,28,3000,35,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
유성연립,11200,성수동1가,656-372,1978,2.0,62.31,2020,7,31,14000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
부용연립(656-1264),11200,성수동1가,656-1264,1981,1.0,57.32,2020,8,1,15000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
한양주택나동,11200,성수동1가,656-1201,1990,1.0,45.26,2020,8,4,10000,55,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
미성아트빌B,11200,성수동1가,16-43,2003,4.0,74.76,2020,8,6,43000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
미성아트빌E,11200,성수동1가,16-47,2003,4.0,59.52,2020,8,11,31000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
서울숲다세대오피스텔,11200,성수동1가,656-28,2013,4.0,52.51,2020,8,13,29400,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
신성연립,11200,성수동1가,685-260,1978,2.0,81.22,2020,8,13,20000,70,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
대건하이츠빌,11200,성수동1가,13-45,2002,2.0,32.25,2020,8,14,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
장미연립,11200,성수동1가,656-11,1982,1.0,47.97,2020,8,14,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
에이하우스,11200,성수동1가,656-700,2012,5.0,16.81,2020,8,17,1000,50,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
영동주택4동,11200,성수동1가,656-1804,1990,1.0,36.66,2020,8,18,18000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
그레이스힐,11200,성수동1가,656-1106,2012,2.0,15.17,2020,8,19,1500,40,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
프라임27B,11200,성수동1가,656-2002,2015,5.0,29.74,2020,8,21,21000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(668-33),11200,성수동1가,668-33,1992,2.0,58.4,2020,8,22,18522,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
성수타운,11200,성수동1가,72-10,1983,2.0,59.76,2020,8,24,20000,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
(668-33),11200,성수동1가,668-33,1992,2.0,58.4,2020,8,25,18520,0,,,,,,37.543621,127.042815,서울숲역[분당선],0.16638412804029823
